flakkebjerg_id,vcf_name,accession_number,accession_name,data_code,flag,note,region,country,country_whole,yield,maturity_group,MG,seed_coat_colour
220,220A,PI232998,No. 128/49,CCA,NA,,WEU,Ge,Germany,1.59,000 – MATURITY GROUP 000,0,Y
221,221A,PI257429,Soja-C.-St. 4/58,CCA,NA,,WEU,Ge,Germany,2.11,000 – MATURITY GROUP 000,0,Y
222,222A,PI258386,N. 1954,CCA,NA,,EEU,Po,Poland,2,00 – MATURITY GROUP 00,0,Y
223,223A,PI290143,Reatz,CCA,NA,,EEU,Hu,Hungary,2.52,00 – MATURITY GROUP 00,0,Y
224,224A,PI290154,Harkovskaja 149,CCA,NA,,EEU,Uk,Ukraine,1.88,0 – MATURITY GROUP 0,0,Y
225,225A,PI347545,Kirovogradskaya 4,CCA,NA,,EEU,Uk,Ukraine,2.62,0 – MATURITY GROUP 0,0,Y
226,226A,PI347568,Talijanska Rana,CCA,NA,,EEU,Fo,Former Serbia and Montenegro,2.71,0 – MATURITY GROUP 0,0,Y
227,227A,PI360957,Karafuto No. 1,CCA,NA,Founder?,JAP,Ja,Japan,1.8,00 – MATURITY GROUP 00,0,Y
228,228A,PI361096,Novosadska Br. 9,CCA,NA,,EEU,Se,Serbia,2.83,I – MATURITY GROUP I,I,Bl
229,229A,PI372402,B.G. 23-44 Cluj,CCA,NA,,EEU,Ro,Romania,2.36,0 – MATURITY GROUP 0,0,Y
230,230A,PI372411,Hercumft,CCA,NA,,WEU,Ge,Germany,1.23,000 – MATURITY GROUP 000,0,Y
231,231A,PI384467,Amurskaja 041,CCA,NA,,EEU,Ru,Russian Federation,2.2,00 – MATURITY GROUP 00,0,Y
232,232A,PI416746,A576,CCA,NA,,JAP,Ja,Japan,2,0 – MATURITY GROUP 0,0,Y
233,233A,PI417514,Kabine,CCA,NA,,WEU,Fr,France,2.22,0 – MATURITY GROUP 0,0,Bl
234,234A,PI417541,B31,CCA,NA,,WEU,Ge,Germany,1.47,0 – MATURITY GROUP 0,0,Y
235,235A,PI417550,Amuvskaje,CCA,NA,,EEU,Ru,Russian Federation,2.52,0 – MATURITY GROUP 0,0,Y
236,236A,PI424194,ISZ-II,CCA,NA,,EEU,Hu,Hungary,2.55,0 – MATURITY GROUP 0,0,Y
237,237A,PI424514,KAS 610-8,CCA,NA,,ASI,Ko,Korea South,1.79,V – MATURITY GROUP V,V,Y
238,238A,PI427241,NA,CCA,NA,,ASI,Ne,Nepal,0.08,VI – MATURITY GROUP VI,VI,Bl
239,239A,PI430491,Chi sha,CCA,NA,,CHI,Ch,China,1.68,00 – MATURITY GROUP 00,0,Br
240,240A,PI430536,Hersonskajal,CCA,NA,,EEU,Uk,Ukraine,2.35,0 – MATURITY GROUP 0,0,Y
241,241A,PI437086,DV-88,CCA,NA,,EEU,Ru,Russian Federation,3.44,I – MATURITY GROUP I,I,Y
242,242A,PI437100,DV-0140,CCA,NA,,EEU,Ru,Russian Federation,2.61,0 – MATURITY GROUP 0,0,Y
243,243A,PI437102,DV-0220,CCA,NA,,EEU,Ru,Russian Federation,3.32,I – MATURITY GROUP I,I,Y
244,244A,PI437115,VIR 254,CCA,NA,,EEU,Ru,Russian Federation,2.38,0 – MATURITY GROUP 0,0,Y
245,245A,PI437123,VIR 4575,CCA,NA,,EEU,Ru,Russian Federation,3.32,I – MATURITY GROUP I,I,Y
246,246A,PI437136,Chabarovscaja,CCA,NA,,EEU,Ru,Russian Federation,1.42,00 – MATURITY GROUP 00,0,Br
247,247A,PI437142,DV-2397,CCA,NA,,EEU,Ru,Russian Federation,2.27,I – MATURITY GROUP I,I,Bl
248,248A,PI437171,VIR 4205,CCA,NA,,EEU,Ru,Russian Federation,3.12,I – MATURITY GROUP I,I,Y
249,249A,PI437173,Chernaja Vu 4108,CCA,NA,,EEU,Ru,Russian Federation,1.44,0 – MATURITY GROUP 0,0,G
250,250A,PI437176,Bulduri,CCA,NA,,EEU,La,Latvia,1.49,00 – MATURITY GROUP 00,0,Y
251,251A,PI437204,CSchi 25,CCA,NA,,EEU,Mo,Moldova,1.99,00 – MATURITY GROUP 00,0,Y
252,252A,PI437226,CSchi 678,CCA,NA,,EEU,Mo,Moldova,2.44,00 – MATURITY GROUP 00,0,Y
253,253A,PI437285,VIR 4929,CCA,NA,,EEU,Mo,Moldova,2.04,0 – MATURITY GROUP 0,0,LGr/G
254,254A,PI437287,VIR 4931,CCA,NA,,EEU,Mo,Moldova,2.05,0 – MATURITY GROUP 0,0,Y
255,255A,PI437296,VIR 4944,CCA,NA,,EEU,Mo,Moldova,1.54,0 – MATURITY GROUP 0,0,Y
256,256A,PI437313,Dal'nevostocnaja 370,CCA,NA,,EEU,Ru,Russian Federation,1.6,000 – MATURITY GROUP 000,0,Br
257,257A,PI437332,DV-2371,CCA,NA,,EEU,Ru,Russian Federation,3.04,I – MATURITY GROUP I,I,Br
258,258A,PI437348,Primorscaja 71,CCA,NA,,EEU,Ru,Russian Federation,3.57,I – MATURITY GROUP I,I,Y
259,259A,PI437351,Primorscaja 762,CCA,NA,,EEU,Ru,Russian Federation,2.06,0 – MATURITY GROUP 0,0,Y
260,260A,PI437353,Savicevskaja-7,CCA,NA,,EEU,Ru,Russian Federation,3.63,I – MATURITY GROUP I,I,Y
261,261A,PI437418,Ussurijscaja 516,CCA,NA,,EEU,Ru,Russian Federation,3.65,I – MATURITY GROUP I,I,Y
262,262A,PI437423,Ussurijscaja 538,CCA,NA,,EEU,Ru,Russian Federation,3.52,I – MATURITY GROUP I,I,Y
263,263A,PI437468,Ussurijscaja 686,CCA,NA,,EEU,Ru,Russian Federation,3.11,I – MATURITY GROUP I,I,Y
264,264A,PI437502,VIR 3836,CCA,NA,,EEU,Ru,Russian Federation,2.35,0 – MATURITY GROUP 0,0,Y
265,265A,PI437509,VIR 3890,CCA,NA,,EEU,Ru,Russian Federation,2.93,I – MATURITY GROUP I,I,Gn
266,266A,PI437523,VIR 142,CCA,NA,,ASI,Tu,Turkmenistan,2.23,0 – MATURITY GROUP 0,0,Gnbr/Br 
267,267A,PI437531,Cirovogradscaja l,CCA,NA,,EEU,Uk,Ukraine,2.68,I – MATURITY GROUP I,I,Y
268,268A,PI437545,Terezinscaja 2,CCA,NA,,EEU,Uk,Ukraine,2.25,00 – MATURITY GROUP 00,0,Y
269,269A,PI437552,A-934,CCA,NA,,EEU,Ru,Russian Federation,2.26,0 – MATURITY GROUP 0,0,Y
270,270A,PI437596,Dun-nun 47-IV,CCA,NA,,CHI,Ch,China,1.37,000 – MATURITY GROUP 000,0,Y
271,271A,PI437620,DV-2795,CCA,NA,,CHI,Ch,China,2.02,0 – MATURITY GROUP 0,0,Y
272,272A,PI437660,Gun 246,CCA,NA,,CHI,Ch,China,2.89,0 – MATURITY GROUP 0,0,Y
273,273A,PI437778,VIR 1317,CCA,NA,,CHI,Ch,China,3.29,I – MATURITY GROUP I,I,Bl
274,274A,PI437779,VIR 1318,CCA,NA,,CHI,Ch,China,2.81,I – MATURITY GROUP I,I,Gn
275,275A,PI437785,VIR 1352,CCA,NA,,CHI,Ch,China,3.67,I – MATURITY GROUP I,I,Y
276,276A,PI437786,VIR 1355,CCA,NA,,CHI,Ch,China,3.15,I – MATURITY GROUP I,I,Rbr/Br 
277,277A,PI437815,"An,dunscaja",CCA,NA,,CHI,Ch,China,3.09,I – MATURITY GROUP I,I,Br
278,278A,PI437823,Charbin 344/C,CCA,NA,,CHI,Ch,China,2.87,I – MATURITY GROUP I,I,Y
279,279A,PI437855,DV-2714,CCA,NA,,CHI,Ch,China,3.29,I – MATURITY GROUP I,I,Y
280,280A,PI437858,DV-2792,CCA,NA,,CHI,Ch,China,3.32,I – MATURITY GROUP I,I,Y
281,281A,PI437911,Manczurscaja,CCA,NA,,CHI,Ch,China,2.75,I – MATURITY GROUP I,I,Y
282,282A,PI437922,Shuancnsjanscaja,CCA,NA,,CHI,Ch,China,3.37,I – MATURITY GROUP I,I,Y
283,283A,PI437927,VIR 281,CCA,NA,,CHI,Ch,China,1.99,0 – MATURITY GROUP 0,0,Br
284,284A,PI437928,VIR 315,CCA,NA,,CHI,Ch,China,2.56,I – MATURITY GROUP I,I,Br
285,285A,PI437930,VIR 319,CCA,NA,,CHI,Ch,China,3.54,I – MATURITY GROUP I,I,Y
286,286A,PI437941,VIR 518,CCA,NA,,CHI,Ch,China,2.06,0 – MATURITY GROUP 0,0,Y
287,287A,PI437968,VIR 1445,CCA,NA,,CHI,Ch,China,2.99,I – MATURITY GROUP I,I,Y
288,288A,PI437988,VIR 1624,CCA,NA,,CHI,Ch,China,2.96,I – MATURITY GROUP I,I,Y
289,289A,PI437997,VIR 1681,CCA,NA,,CHI,Ch,China,3.37,I – MATURITY GROUP I,I,Y
290,290A,PI437999,VIR 1711,CCA,NA,,CHI,Ch,China,2.33,0 – MATURITY GROUP 0,0,Y
291,291A,PI438007,VIR 1766,CCA,NA,,CHI,Ch,China,2.93,I – MATURITY GROUP I,I,Y
292,292A,PI438020,VIR 1889,CCA,NA,,CHI,Ch,China,2.16,0 – MATURITY GROUP 0,0,Y
293,293A,PI438044,VIR 2297,CCA,NA,,CHI,Ch,China,2.8,I – MATURITY GROUP I,I,Y
294,294A,PI438065,VIR 2419,CCA,NA,,CHI,Ch,China,2.54,I – MATURITY GROUP I,I,Y
295,295A,PI438122,VIR 2789,CCA,NA,,CHI,Ch,China,3.09,I – MATURITY GROUP I,I,Y
296,296A,PI438143,VIR 2879,CCA,NA,,CHI,Ch,China,2.83,I – MATURITY GROUP I,I,Y
297,297A,PI438147,VIR 2886,CCA,NA,,CHI,Ch,China,3.18,I – MATURITY GROUP I,I,Y
298,298A,PI438169,VIR 4421,CCA,NA,,CHI,Ch,China,3.13,I – MATURITY GROUP I,I,Y
299,299A,PI438172,VIR 4428,CCA,NA,,CHI,Ch,China,3.37,I – MATURITY GROUP I,I,Y
300,300A,PI438180,VIR 4443,CCA,NA,,CHI,Ch,China,3.23,I – MATURITY GROUP I,I,Y
301,301A,PI438191,VIR 4459,CCA,NA,,CHI,Ch,China,3.38,I – MATURITY GROUP I,I,Y
302,302A,PI438195,VIR 4476,CCA,NA,,CHI,Ch,China,3.81,I – MATURITY GROUP I,I,Y
303,303A,PI438220,VIR 4511,CCA,NA,,CHI,Ch,China,3.15,I – MATURITY GROUP I,I,Y
304,304A,PI438255,VIR 4710,CCA,NA,,CHI,Ch,China,3.45,I – MATURITY GROUP I,I,Gn
305,305A,PI438292,VIR 3015,CCA,NA,,JAP,Ja,Japan,3.55,I – MATURITY GROUP I,I,Y
306,306A,PI438316,CNS 89B,CCA,NA,,AFR,Al,Algeria,3.37,I – MATURITY GROUP I,I,Y
307,307A,PI438318,Greenish (grain vert fonce),CCA,NA,,AFR,Al,Algeria,2.47,0 – MATURITY GROUP 0,0,G
308,308A,PI438322,Grignon 21,CCA,NA,,WEU,Fr,France,1.71,00 – MATURITY GROUP 00,0,Y
309,309A,PI438323,Grignon 53-F-3,CCA,NA,,WEU,Fr,France,3.59,I – MATURITY GROUP I,I,Y
310,310A,PI438336,Sao 208,CCA,NA,,AFR,Al,Algeria,2.14,0 – MATURITY GROUP 0,0,Y
311,311A,PI438359,VU-5823,CCA,NA,,EEU,Bu,Bulgaria,1.97,0 – MATURITY GROUP 0,0,Bl
312,312A,PI438379,Dieckmann 18,CCA,NA,,WEU,Ge,Germany,2.41,0 – MATURITY GROUP 0,0,Y
313,313A,PI438390,Grange Neuve,CCA,NA,,WEU,Ge,Germany,1.91,0 – MATURITY GROUP 0,0,Bl
314,314A,PI438395,Balvansca,CCA,NA,,EEU,Hu,Hungary,2.49,0 – MATURITY GROUP 0,0,Y
315,315A,PI438402,GS-3,CCA,NA,,EEU,Hu,Hungary,2.33,0 – MATURITY GROUP 0,0,Y
316,316A,PI438458,Dieckmann,CCA,NA,,EEU,Ro,Romania,2.8,I – MATURITY GROUP I,I,Y
317,317A,PI438473,Fiskeby 827-4-23,CCA,X,Repeat of SBPA,WEU,Sw,Sweden,1.78,00 – MATURITY GROUP 00,0,Y
318,318A,PI438492,Elton,CCA,NA,,USA,US,United States,3.7,I – MATURITY GROUP I,I,Y
319,319A,PI445791,Delitzch Nr. 36,CCA,NA,,WEU,Ge,Germany,2.01,000 – MATURITY GROUP 000,0,Y
320,320A,PI445811,Kirches Stamm 2002,CCA,NA,,WEU,Ge,Germany,2.26,00 – MATURITY GROUP 00,0,Y
321,321A,PI445813,Kirches Stamm 2009,CCA,NA,,WEU,Ge,Germany,1.95,00 – MATURITY GROUP 00,0,Br
322,322A,PI464900,Liao Nong No. 1,CCA,NA,,CHI,Ch,China,2.48,0 – MATURITY GROUP 0,0,Y
323,323A,PI464910,Beijing Hei Dou,CCA,NA,,CHI,Ch,China,2.63,I – MATURITY GROUP I,I,Bl
324,324A,PI464911,Cha Mo Shi Dou,CCA,NA,,CHI,Ch,China,1.7,0 – MATURITY GROUP 0,0,Br
325,325A,PI467313,Da-hei-qi,CCA,NA,,CHI,Ch,China,1.9,0 – MATURITY GROUP 0,0,Y
326,326A,PI467321,Jilin No. 18,CCA,NA,,CHI,Ch,China,2.28,I – MATURITY GROUP I,I,Y
327,327A,PI467336,Tong-nong No. 4,CCA,NA,,CHI,Ch,China,2.41,I – MATURITY GROUP I,I,Y
328,328A,PI467343,Yan-nong No. 2,CCA,NA,,CHI,Ch,China,2.86,I – MATURITY GROUP I,I,Y
329,329A,PI468908,NA ,CCA,NA,,CHI,Ch,China,0.09,000 – MATURITY GROUP 000,0,Bl
330,330A,PI470929,Bravalla,CCA,X,Repeat of SBPA,WEU,Sw,Sweden,1.65,000 – MATURITY GROUP 000,0,G
331,331A,PI475820,NA,CCA,NA,,CHI,Ch,China,1.63,II – MATURITY GROUP II,II,Y
332,332A,PI475821,NA,CCA,NA,,CHI,Ch,China,1.89,0 – MATURITY GROUP 0,0,Y
333,333A,PI479759,Mufu 81-4220,CCA,NA,,CHI,Ch,China,2.7,I – MATURITY GROUP I,I,Y
335,335A,PI494182,Suzuhime,CCA,NA,,JAP,Ja,Japan,1.06,0 – MATURITY GROUP 0,0,Y
336,336A,PI497966,PLSO 55,CCA,NA,,ASI,In,India,1.08,VI – MATURITY GROUP VI,VI,Y
337,337A,PI506700,H 25,CCA,NA,,JAP,Ja,Japan,2.59,I – MATURITY GROUP I,I,Y
338,338A,PI506824,Kairyou Shirome,CCA,NA,,JAP,Ja,Japan,0.63,0 – MATURITY GROUP 0,0,Y
339,339A,PI507472,Tousan Kei NA 17,CCA,NA,,JAP,Ja,Japan,1.13,0 – MATURITY GROUP 0,0,Lgn/Gr 
340,340A,PI507674,Belosnezka,CCA,NA,,EEU,Ru,Russian Federation,1.75,00 – MATURITY GROUP 00,0,Y
341,341A,PI507689,Lumina,CCA,NA,,EEU,Ru,Russian Federation,2.2,00 – MATURITY GROUP 00,0,Y
342,342A,PI507700,Seroglazka,CCA,NA,,EEU,Ru,Russian Federation,1.32,00 – MATURITY GROUP 00,0,Y
343,343A,PI507702,Sputnik,CCA,NA,,EEU,Ru,Russian Federation,1.77,00 – MATURITY GROUP 00,0,Y
344,344A,PI507706,Veselovskaia 1,CCA,NA,,EEU,Ru,Russian Federation,2.56,0 – MATURITY GROUP 0,0,Y
345,345A,PI540739,An tu bai chang lu dou,CCA,NA,,CHI,Ch,China,1.88; 2.32,I – MATURITY GROUP I,I,Gn
346,346A,PI549019,ZYD 3940,CCA,NA,,CHI,Ch,China,0.24,V – MATURITY GROUP V,V,Bl
347,347A,PI561280,No. 133,CCA,NA,,EEU,Ru,Russian Federation,2,00 – MATURITY GROUP 00,0,Br
348,348A,PI567164,He long you tai,CCA,NA,,CHI,Ch,China,1.93,0 – MATURITY GROUP 0,0,Y
349,349A,PI567169,He qi feng di huang,CCA,NA,,CHI,Ch,China,2.98; 1.99,I – MATURITY GROUP I,I,Y
350,350A,PI567173,Hei he 51,CCA,NA,,CHI,Ch,China,2.11,00 – MATURITY GROUP 00,0,Y
351,351A,PI567221,Bystrica 2,CCA,NA,,EEU,Ru,Russian Federation,1.72,0 – MATURITY GROUP 0,0,Y
352,352A,PI567225,Kisinevskaja 90,CCA,NA,,EEU,Mo,Moldova,2.23,0 – MATURITY GROUP 0,0,Y
353,353A,PI567226,Har'kovskaja Zernoukosnaja,CCA,NA,,EEU,Ru,Russian Federation,1.54,00 – MATURITY GROUP 00,0,Ggn/Gr 
354,354A,PI567227,Viktorija,CCA,NA,,EEU,Ru,Russian Federation,2.22,00 – MATURITY GROUP 00,0,Y
355,355A,PI567283,Shirojisi,CCA,NA,,JAP,Ja,Japan,1.18,00 – MATURITY GROUP 00,0,Gn
356,356A,PI578362,Chun hei dou,CCA,NA,,CHI,Ch,China,1.55,I – MATURITY GROUP I,I,Bl
357,357A,PI578373,An da bai mei,CCA,NA,,CHI,Ch,China,1.61,0 – MATURITY GROUP 0,0,Y
358,358A,PI578382,Bai qi xiao jin huang,CCA,NA,,CHI,Ch,China,2.65; 2.28,I – MATURITY GROUP I,I,Y
359,359A,PI578391,Bian da li,CCA,NA,,CHI,Ch,China,1.55,0 – MATURITY GROUP 0,0,Y
360,360A,PI54615-1,No. 55,CCA,NA,,CHI,Ch,China,2.19,III – MATURITY GROUP III,III,Y
361,361A,PI70242-4,8085,CCA,NA,,CHI,Ch,China,1.92,0 – MATURITY GROUP 0,0,Y
362,362A,PI79691-4,NA,CCA,NA,,CHI,Ch,China,1.96,III – MATURITY GROUP III,III,Br
363,363A,PI79825-1,N154,CCA,NA,,CHI,Ch,China,2.35,IV – MATURITY GROUP IV,IV,Y
364,364A,PI80466-2,Okuro Maru Daizu,CCA,NA,,JAP,Ja,Japan,2.09,IV – MATURITY GROUP IV,IV,Y
365,365A,PI80466-1,Okuro Maru Daizu,CCA,NA,,JAP,Ja,Japan,1.24,III – MATURITY GROUP III,III,Y
366,366A,PI81029N,Chuseikurome Daizu,CCA,NA,,JAP,Ja,Japan,2.52,II – MATURITY GROUP II,II,Y
367,367A,PI81029-1,Chuseikurome Daizu,CCA,NA,,JAP,Ja,Japan,2.61,IV – MATURITY GROUP IV,IV,Gn
368,368A,PI81037-5,Kurakake Daizu,CCA,NA,,JAP,Ja,Japan,2.25,IV – MATURITY GROUP IV,IV,Y
369,369A,PI81037-3,Kurakake Daizu,CCA,NA,,JAP,Ja,Japan,1.78,III – MATURITY GROUP III,III,Y
370,370A,PI81037-1,Kurakake Daizu,CCA,NA,,JAP,Ja,Japan,2.53,IV – MATURITY GROUP IV,IV,Y
371,371A,PI81037-2,Kurakake Daizu,CCA,NA,,JAP,Ja,Japan,2.45,III – MATURITY GROUP III,III,Gn
372,372A,PI81037-4,Kurakake Daizu,CCA,NA,,JAP,Ja,Japan,1.88,I – MATURITY GROUP I,I,Y
373,373A,PI81041-1,Kuro Daizu,CCA,NA,,JAP,Ja,Japan,1.86,III – MATURITY GROUP III,III,Rbr/Br
374,374A,PI81042-2,Kurakake Daizu,CCA,NA,,JAP,Ja,Japan,2.21,IV – MATURITY GROUP IV,IV,Gn
375,375A,PI83945-3,Dairyu Tsurunoko,CCA,NA,,ASI,No,North Korea,2.07,I – MATURITY GROUP I,I,Y
376,376A,PI86045S,Kokuonshokuzu,CCA,NA,,JAP,Ja,Japan,1.88,V – MATURITY GROUP V,V,Gn
377,377A,PI86113S,Oyachi senshitsadairyu,CCA,NA,,JAP,Ja,Japan,1.98,V – MATURITY GROUP V,V,Y
378,378A,PI91108N,6563,CCA,NA,,CHI,Ch,China,2.42,III – MATURITY GROUP III,III,Y
379,379A,PI91108-2,6563,CCA,NA,,CHI,Ch,China,2.6,IV – MATURITY GROUP IV,IV,Y
380,380A,PI161431B,Fiskeby II (14-4-3),CCA,X,Repeat of SBPA?,WEU,Sw,Sweden,1.01,000 – MATURITY GROUP 000,0,Y
381,381A,PI291309A,NA,CCA,NA,,CHI,Ch,China,2.75,II – MATURITY GROUP II,II,Y
382,382A,PI291310C,NA,CCA,NA,,CHI,Ch,China,2.55,II – MATURITY GROUP II,II,Y
383,383A,PI323586C,Dobrageana,CCA,NA,,WEU,Po,Portugal,1.95,0 – MATURITY GROUP 0,0,Y
384,384A,PI347552C,Visocostebelnaia,CCA,NA,,EEU,Ru,Russian Federation,3.05,I – MATURITY GROUP I,I,Y
385,385A,PI347552A,Visocostebelnaia,CCA,NA,,EEU,Ru,Russian Federation,2.92,I – MATURITY GROUP I,I,Y
386,386A,PI347559B,Len sin pin din,CCA,NA,,CHI,Ch,China,1.64,0 – MATURITY GROUP 0,0,Y
388,388A,PI358315A,Tokachi shiro,CCA,NA,,JAP,Ja,Japan,3.06,I – MATURITY GROUP I,I,Y
389,389A,PI361059A,Crusulea 9/3,CCA,NA,,EEU,Ru,Russian Federation,2.34,00 – MATURITY GROUP 00,0,Y
390,390A,PI361062A,F. 55-39,CCA,NA,,EEU,Ro,Romania,3.23,I – MATURITY GROUP I,I,Y
391,391A,PI361077A,Harbinskaia 3871,CCA,NA,,CHI,Ch,China,2.31,0 – MATURITY GROUP 0,0,Y
392,392A,PI370057A,VIR 5525,CCA,NA,,EEU,Ru,Russian Federation,1.81,0 – MATURITY GROUP 0,0,Y
393,393A,PI372403C,Caloria,CCA,NA,,WEU,Au,Austria,2.36,0 – MATURITY GROUP 0,0,Y
394,394A,PI372421B,Rastatter Schwartze,CCA,NA,,WEU,Ge,Germany,2.1,0 – MATURITY GROUP 0,0,Y
395,395A,PI378660A,Dobrudzanka elita,CCA,NA,,EEU,Bu,Bulgaria,1.84,0 – MATURITY GROUP 0,0,Y
396,396A,PI378664B,Hersonskaja 2,CCA,NA,,EEU,Uk,Ukraine,2.69,I – MATURITY GROUP I,I,Y
